Int. J. Account. Inf. Syst.
Ad Hoc Networks
Adv. Eng. Informatics
Adv. Appl. Math.
Adv. Eng. Softw.
Ann. Pure Appl. Log.
Annu. Rev. Control.
Int. J. Appl. Earth Obs. Geoinformation
Appl. Math. Comput.
Appl. Math. Lett.
Appl. Soft Comput.
Int. J. Approx. Reason.
J. Approx. Theory
Array
Artif. Intell. Medicine
Artif. Intell.
Astron. Comput.
Autom.
Big Data Res.
J. Biomed. Informatics X
J. Biomed. Informatics
Biomed. Signal Process. Control.
Biosyst.
Cogn. Syst. Res.
Commun. Nonlinear Sci. Numer. Simul.
J. Complex.
J. Comput. Appl. Math.
Comput. Biol. Chem.
Comput. Geom.
J. Comput. Phys. X
J. Comput. Phys.
J. Comput. Sci.
Comput. Stat. Data Anal.
Comput. Aided Des.
Comput. Aided Geom. Des.
J. Comput. Syst. Sci.
Comput. Commun.
J. Comput. Lang.
Comput. Law Secur. Rev.
Comput. Methods Programs Biomed.
Comput. Networks
Comput. Phys. Commun.
Comput. Sci. Rev.
Comput. Speech Lang.
Comput. Stand. Interfaces
Comput. Vis. Image Underst.
Comput. Medical Imaging Graph.
Comput. Chem. Eng.
Comput. Educ. Artif. Intell.
Comput. Educ.
Comput. Electr. Eng.
Comput. Geosci.
Comput. Graph.
Comput. Ind. Eng.
Comput. Math. Appl.
Comput. Oper. Res.
Comput. Secur.
Comput. Electron. Agric.
Comput. Environ. Urban Syst.
Comput. Biol. Medicine
Comput. Hum. Behav.
Comput. Ind.
Int. J. Crit. Infrastructure Prot.
Data Knowl. Eng.
Decis. Support Syst.
Digit. Appl. Archaeol. Cult. Heritage
Digit. Signal Process.
Discret. Appl. Math.
Discret. Math.
Discret. Optim.
Displays
Ecol. Informatics
J. Econ. Theory
Electron. Commer. Res. Appl.
Electron. Notes Discret. Math.
Eng. Appl. Artif. Intell.
Entertain. Comput.
Environ. Model. Softw.
EURO J. Comput. Optim.
Eur. J. Comb.
Eur. J. Control
Eur. J. Oper. Res.
Expert Syst. Appl. X
Expert Syst. Appl.
Finite Fields Their Appl.
Digit. Investig.
J. Frankl. Inst.
Future Gener. Comput. Syst.
Fuzzy Sets Syst.
Games Econ. Behav.
Genom. Proteom. Bioinform.
Gov. Inf. Q.
Graph. Model.
Graph. Vis. Comput.
Comput. Graph. X
ICT Express
Image Vis. Comput.
Inf. Manag.
Inf. Softw. Technol.
Inf. Comput.
Inf. Organ.
Inf. Fusion
Int. J. Inf. Manag.
Inf. Process. Manag.
Inf. Process. Lett.
Inf. Sci.
J. Inf. Secur. Appl.
Inf. Syst.
J. Informetrics
Integr.
Internet High. Educ.
Internet Things
Int. J. Child Comput. Interact.
Int. J. Hum. Comput. Stud.
J. King Saud Univ. Comput. Inf. Sci.
Knowl. Based Syst.
J. Log. Algebraic Methods Program.
Math. Soc. Sci.
Math. Comput. Simul.
Medical Image Anal.
Int. J. Medical Informatics
Microelectron. J.
Microprocess. Microsystems
J. Multivar. Anal.
Nano Commun. Networks
J. Netw. Comput. Appl.
Netw. Secur.
Neural Networks
Neurocomputing
NeuroImage
Online Soc. Networks Media
Oper. Res. Lett.
Opt. Switch. Netw.
J. Parallel Distributed Comput.
Parallel Comput.
Pattern Recognit. Lett.
Pattern Recognit.
Perform. Evaluation
Pervasive Mob. Comput.
J. Phonetics
Phys. Commun.
J. Rail Transp. Plan. Manag.
Reliab. Eng. Syst. Saf.
Robotics Auton. Syst.
Sci. Comput. Program.
Signal Process. Image Commun.
Signal Process.
Simul. Model. Pract. Theory
Soc. Networks
Softw. Impacts
SoftwareX
Speech Commun.
J. Strateg. Inf. Syst.
Sustain. Comput. Informatics Syst.
Swarm Evol. Comput.
J. Symb. Comput.
Syst. Control. Lett.
J. Syst. Softw.
J. Syst. Archit.
Telematics Informatics
Theor. Comput. Sci.
Veh. Commun.
Virtual Real. Intell. Hardw.
J. Vis. Commun. Image Represent.
Vis. Informatics
J. Web Semant.
Acta Informatica
Adv. Model. Simul. Eng. Sci.
Adv. Comput. Math.
Adv. Data Anal. Classif.
AI Soc.
AI Ethics
Algorithmica
J. Ambient Intell. Humaniz. Comput.
Ann. des Télécommunications
Ann. Math. Artif. Intell.
Ann. Oper. Res.
Appl. Algebra Eng. Commun. Comput.
J. Appl. Comput. Topol.
Appl. Categorical Struct.
Appl. Intell.
Appl. Netw. Sci.
Arch. Math. Log.
Artif. Intell. Law
Artif. Intell. Rev.
Artif. Life Robotics
AStA Wirtschafts und Sozialstatistisches Arch.
J. Autom. Reason.
Autom. Softw. Eng.
Autom. Control. Comput. Sci.
Int. J. Autom. Comput.
Autom. Remote. Control.
Auton. Agents Multi Agent Syst.
Auton. Robots
J. Bank. Financial Technol.
J. Big Data
Biol. Cybern.
Brain Informatics
J. Braz. Comput. Soc.
Bus. Inf. Syst. Eng.
CCF Trans. High Perform. Comput.
CCF Trans. Netw.
CCF Trans. Pervasive Comput. Interact.
Central Eur. J. Oper. Res.
J. Cheminformatics
Circuits Syst. Signal Process.
J. Classif.
J. Cloud Comput.
Clust. Comput.
Cogn. Technol. Work.
Cogn. Comput.
Cogn. Process.
J. Comb. Optim.
Comb.
Complex Adapt. Syst. Model.
Comput. Math. Organ. Theory
Trans. Comput. Collect. Intell.
Trans. Computational Collective Intelligence
Lecture Notes in Computer Science
Comput. Complex.
Comput. Manag. Sci.
J. Comput. Neurosci.
Comput. Optim. Appl.
Trans. Comput. Sci.
Comput. Stat.
Comput. Vis. Media
J. Comput. Aided Mol. Des.
Comput. Games J.
J. Comput. Sci. Technol.
